AINF,AMAX,AMIN,DINF,DMAX,DMIN,FAMC,PAGK,PAGL,PAGQ,DELT,MIUN,PRTK,PRTL,PRTQ,KAPP,PINF,MIUUB,PCONB,PTRA
3.1416000000,254.4696000000,0.7854000000,2.0000000000,9.0000000000,1.0000000000,0.7500000000,16.2680000000,0.0139000000,-0.0021000000,1.0000000000,0.00005,11.1260000000,0.0578000000,0.0004000000,1.0000000000,10.0000000000,0.00100000,1.00000000,0.1000000000
