FECHA,COD_STA,COD_UBT,COD_SDS,VALOR,COSTO_RED
2020-03-15,ED,TAM,E1Y00,0.0,0.01
2020-03-15,EX,TAM,E1Y00,0.0,0.01
2020-03-15,I0,TAM,E1Y00,0.0,0.01
2020-03-15,I1,TAM,E1Y00,0.0,0.01
2020-03-15,I2,TAM,E1Y00,0.0,0.01
2020-03-15,I3,TAM,E1Y00,0.0,0.01
2020-03-15,ND,TAM,E1Y00,0.0,0.01
2020-03-15,RE,TAM,E1Y00,0.0,0.01
2020-03-15,SU,TAM,E1Y00,1.0,0.01
2020-03-15,ED,TAM,E1Y30,0.0,0.01
2020-03-15,EX,TAM,E1Y30,0.0,0.01
2020-03-15,I0,TAM,E1Y30,0.0,0.01
2020-03-15,I1,TAM,E1Y30,0.0,0.01
2020-03-15,I2,TAM,E1Y30,0.0,0.01
2020-03-15,I3,TAM,E1Y30,0.0,0.01
2020-03-15,ND,TAM,E1Y30,0.0,0.01
2020-03-15,RE,TAM,E1Y30,0.0,0.01
2020-03-15,SU,TAM,E1Y30,1.0,0.01
2020-03-15,ED,TAM,E1Y60,0.0,0.01
2020-03-15,EX,TAM,E1Y60,0.0,0.01
2020-03-15,I0,TAM,E1Y60,0.0,0.01
2020-03-15,I1,TAM,E1Y60,0.0,0.01
2020-03-15,I2,TAM,E1Y60,0.0,0.01
2020-03-15,I3,TAM,E1Y60,0.0,0.01
2020-03-15,ND,TAM,E1Y60,0.0,0.01
2020-03-15,RE,TAM,E1Y60,0.0,0.01
2020-03-15,SU,TAM,E1Y60,1.0,0.01
2020-03-15,ED,TAM,E2Y00,0.0,0.01
2020-03-15,EX,TAM,E2Y00,0.0,0.01
2020-03-15,I0,TAM,E2Y00,0.0,0.01
2020-03-15,I1,TAM,E2Y00,0.0,0.01
2020-03-15,I2,TAM,E2Y00,0.0,0.01
2020-03-15,I3,TAM,E2Y00,0.0,0.01
2020-03-15,ND,TAM,E2Y00,0.0,0.01
2020-03-15,RE,TAM,E2Y00,0.0,0.01
2020-03-15,SU,TAM,E2Y00,1.0,0.01
2020-03-15,ED,TAM,E2Y30,0.0,0.01
2020-03-15,EX,TAM,E2Y30,0.0,0.01
2020-03-15,I0,TAM,E2Y30,0.0,0.01
2020-03-15,I1,TAM,E2Y30,1.22209E-5,0.01
2020-03-15,I2,TAM,E2Y30,0.0,0.01
2020-03-15,I3,TAM,E2Y30,0.0,0.01
2020-03-15,ND,TAM,E2Y30,0.0,0.01
2020-03-15,RE,TAM,E2Y30,0.0,0.01
2020-03-15,SU,TAM,E2Y30,0.999987779,0.01
2020-03-15,ED,TAM,E2Y60,0.0,0.01
2020-03-15,EX,TAM,E2Y60,0.0,0.01
2020-03-15,I0,TAM,E2Y60,0.0,0.01
2020-03-15,I1,TAM,E2Y60,0.0,0.01
2020-03-15,I2,TAM,E2Y60,0.0,0.01
2020-03-15,I3,TAM,E2Y60,0.0,0.01
2020-03-15,ND,TAM,E2Y60,0.0,0.01
2020-03-15,RE,TAM,E2Y60,0.0,0.01
2020-03-15,SU,TAM,E2Y60,1.0,0.01
2020-03-15,ED,MAD,E1Y00,0.0,0.01
2020-03-15,EX,MAD,E1Y00,0.0,0.01
2020-03-15,I0,MAD,E1Y00,0.0,0.01
2020-03-15,I1,MAD,E1Y00,0.0,0.01
2020-03-15,I2,MAD,E1Y00,0.0,0.01
2020-03-15,I3,MAD,E1Y00,0.0,0.01
2020-03-15,ND,MAD,E1Y00,0.0,0.01
2020-03-15,RE,MAD,E1Y00,0.0,0.01
2020-03-15,SU,MAD,E1Y00,1.0,0.01
2020-03-15,ED,MAD,E1Y30,0.0,0.01
2020-03-15,EX,MAD,E1Y30,0.0,0.01
2020-03-15,I0,MAD,E1Y30,0.0,0.01
2020-03-15,I1,MAD,E1Y30,0.0,0.01
2020-03-15,I2,MAD,E1Y30,0.0,0.01
2020-03-15,I3,MAD,E1Y30,0.0,0.01
2020-03-15,ND,MAD,E1Y30,0.0,0.01
2020-03-15,RE,MAD,E1Y30,0.0,0.01
2020-03-15,SU,MAD,E1Y30,1.0,0.01
2020-03-15,ED,MAD,E1Y60,0.0,0.01
2020-03-15,EX,MAD,E1Y60,0.0,0.01
2020-03-15,I0,MAD,E1Y60,0.0,0.01
2020-03-15,I1,MAD,E1Y60,0.0,0.01
2020-03-15,I2,MAD,E1Y60,0.0,0.01
2020-03-15,I3,MAD,E1Y60,0.0,0.01
2020-03-15,ND,MAD,E1Y60,0.0,0.01
2020-03-15,RE,MAD,E1Y60,0.0,0.01
2020-03-15,SU,MAD,E1Y60,1.0,0.01
2020-03-15,ED,MAD,E2Y00,0.0,0.01
2020-03-15,EX,MAD,E2Y00,0.0,0.01
2020-03-15,I0,MAD,E2Y00,0.0,0.01
2020-03-15,I1,MAD,E2Y00,3.18309E-5,0.01
2020-03-15,I2,MAD,E2Y00,0.0,0.01
2020-03-15,I3,MAD,E2Y00,0.0,0.01
2020-03-15,ND,MAD,E2Y00,0.0,0.01
2020-03-15,RE,MAD,E2Y00,0.0,0.01
2020-03-15,SU,MAD,E2Y00,0.999968169,0.01
2020-03-15,ED,MAD,E2Y30,0.0,0.01
2020-03-15,EX,MAD,E2Y30,0.0,0.01
2020-03-15,I0,MAD,E2Y30,0.0,0.01
2020-03-15,I1,MAD,E2Y30,0.0,0.01
2020-03-15,I2,MAD,E2Y30,0.0,0.01
2020-03-15,I3,MAD,E2Y30,0.0,0.01
2020-03-15,ND,MAD,E2Y30,0.0,0.01
2020-03-15,RE,MAD,E2Y30,0.0,0.01
2020-03-15,SU,MAD,E2Y30,1.0,0.01
2020-03-15,ED,MAD,E2Y60,0.0,0.01
2020-03-15,EX,MAD,E2Y60,0.0,0.01
2020-03-15,I0,MAD,E2Y60,0.0,0.01
2020-03-15,I1,MAD,E2Y60,0.0,0.01
2020-03-15,I2,MAD,E2Y60,0.0,0.01
2020-03-15,I3,MAD,E2Y60,0.0,0.01
2020-03-15,ND,MAD,E2Y60,0.0,0.01
2020-03-15,RE,MAD,E2Y60,0.0,0.01
2020-03-15,SU,MAD,E2Y60,1.0,0.01
2020-03-15,ED,ALT,E1Y00,0.0,0.01
2020-03-15,EX,ALT,E1Y00,0.0,0.01
2020-03-15,I0,ALT,E1Y00,0.0,0.01
2020-03-15,I1,ALT,E1Y00,0.0,0.01
2020-03-15,I2,ALT,E1Y00,0.0,0.01
2020-03-15,I3,ALT,E1Y00,0.0,0.01
2020-03-15,ND,ALT,E1Y00,0.0,0.01
2020-03-15,RE,ALT,E1Y00,0.0,0.01
2020-03-15,SU,ALT,E1Y00,1.0,0.01
2020-03-15,ED,ALT,E1Y30,0.0,0.01
2020-03-15,EX,ALT,E1Y30,0.0,0.01
2020-03-15,I0,ALT,E1Y30,0.0,0.01
2020-03-15,I1,ALT,E1Y30,0.0,0.01
2020-03-15,I2,ALT,E1Y30,0.0,0.01
2020-03-15,I3,ALT,E1Y30,0.0,0.01
2020-03-15,ND,ALT,E1Y30,0.0,0.01
2020-03-15,RE,ALT,E1Y30,0.0,0.01
2020-03-15,SU,ALT,E1Y30,1.0,0.01
2020-03-15,ED,ALT,E1Y60,0.0,0.01
2020-03-15,EX,ALT,E1Y60,0.0,0.01
2020-03-15,I0,ALT,E1Y60,0.0,0.01
2020-03-15,I1,ALT,E1Y60,0.0,0.01
2020-03-15,I2,ALT,E1Y60,0.0,0.01
2020-03-15,I3,ALT,E1Y60,0.0,0.01
2020-03-15,ND,ALT,E1Y60,0.0,0.01
2020-03-15,RE,ALT,E1Y60,0.0,0.01
2020-03-15,SU,ALT,E1Y60,1.0,0.01
2020-03-15,ED,ALT,E2Y00,0.0,0.01
2020-03-15,EX,ALT,E2Y00,0.0,0.01
2020-03-15,I0,ALT,E2Y00,0.0,0.01
2020-03-15,I1,ALT,E2Y00,0.0,0.01
2020-03-15,I2,ALT,E2Y00,0.0,0.01
2020-03-15,I3,ALT,E2Y00,0.0,0.01
2020-03-15,ND,ALT,E2Y00,0.0,0.01
2020-03-15,RE,ALT,E2Y00,0.0,0.01
2020-03-15,SU,ALT,E2Y00,1.0,0.01
2020-03-15,ED,ALT,E2Y30,0.0,0.01
2020-03-15,EX,ALT,E2Y30,0.0,0.01
2020-03-15,I0,ALT,E2Y30,0.0,0.01
2020-03-15,I1,ALT,E2Y30,2.18948E-5,0.01
2020-03-15,I2,ALT,E2Y30,0.0,0.01
2020-03-15,I3,ALT,E2Y30,0.0,0.01
2020-03-15,ND,ALT,E2Y30,0.0,0.01
2020-03-15,RE,ALT,E2Y30,0.0,0.01
2020-03-15,SU,ALT,E2Y30,0.999978105,0.01
2020-03-15,ED,ALT,E2Y60,0.0,0.01
2020-03-15,EX,ALT,E2Y60,0.0,0.01
2020-03-15,I0,ALT,E2Y60,0.0,0.01
2020-03-15,I1,ALT,E2Y60,0.0,0.01
2020-03-15,I2,ALT,E2Y60,0.0,0.01
2020-03-15,I3,ALT,E2Y60,0.0,0.01
2020-03-15,ND,ALT,E2Y60,0.0,0.01
2020-03-15,RE,ALT,E2Y60,0.0,0.01
2020-03-15,SU,ALT,E2Y60,1.0,0.01
2020-03-16,ED,TAM,E1Y00,0.0,0.01
2020-03-16,EX,TAM,E1Y00,1.8470225631281784E-6,0.01
2020-03-16,I0,TAM,E1Y00,0.0,0.01
2020-03-16,I1,TAM,E1Y00,0.0,0.01
