FECHA,COD_STA,COD_UBT,COD_SDS,VALOR,COSTO_RED,,,,,,,,,
08/04/2020,I3,BOG,BOG,1.83E-05,0.01,,08/04/2020,I3,BOG,UNI,0.065782062,0,,VERDADERO
08/04/2020,ND,BOG,BOG,0,0.01,,08/04/2020,ND,BOG,UNI,0.001193361,0,,VERDADERO
08/04/2020,RE,BOG,BOG,7.53E-04,0.01,,08/04/2020,RE,BOG,UNI,0.048399924,0,,VERDADERO
08/04/2020,SU,BOG,BOG,0.996608994,0.01,,08/04/2020,SU,BOG,UNI,0.909226089,0,,FALSO
09/04/2020,ED,BOG,BOG,1.17E-07,0.01,,09/04/2020,ED,BOG,UNI,0.00024601,0,,VERDADERO
09/04/2020,EX,BOG,BOG,5.39E-04,0.01,,09/04/2020,EX,BOG,UNI,0.030842306,0,,VERDADERO
09/04/2020,I0,BOG,BOG,0.001505833,0.01,,09/04/2020,I0,BOG,UNI,0.088316445,0,,VERDADERO
09/04/2020,I1,BOG,BOG,8.64E-04,0.01,,09/04/2020,I1,BOG,UNI,0.088574957,0,,VERDADERO
09/04/2020,I2,BOG,BOG,1.17E-04,0.01,,09/04/2020,I2,BOG,UNI,0.088500099,0,,VERDADERO
09/04/2020,I3,BOG,BOG,2.13E-05,0.01,,09/04/2020,I3,BOG,UNI,0.088926011,0,,VERDADERO
09/04/2020,ND,BOG,BOG,0,0.01,,09/04/2020,ND,BOG,UNI,0.001241242,0,,VERDADERO
09/04/2020,RE,BOG,BOG,8.77E-04,0.01,,09/04/2020,RE,BOG,UNI,0.066045412,0,,VERDADERO
09/04/2020,SU,BOG,BOG,0.996069936,0.01,,09/04/2020,SU,BOG,UNI,0.878338322,0,,FALSO
10/04/2020,ED,BOG,BOG,1.38E-07,0.01,,10/04/2020,ED,BOG,UNI,0.000334936,0,,VERDADERO
10/04/2020,EX,BOG,BOG,6.24E-04,0.01,,10/04/2020,EX,BOG,UNI,0.040271391,0,,VERDADERO
10/04/2020,I0,BOG,BOG,0.001742622,0.01,,10/04/2020,I0,BOG,UNI,0.118706398,0,,VERDADERO
10/04/2020,I1,BOG,BOG,0.001000088,0.01,,10/04/2020,I1,BOG,UNI,0.119062963,0,,VERDADERO
10/04/2020,I2,BOG,BOG,1.36E-04,0.01,,10/04/2020,I2,BOG,UNI,0.11896614,0,,VERDADERO
10/04/2020,I3,BOG,BOG,2.48E-05,0.01,,10/04/2020,I3,BOG,UNI,0.119546002,0,,VERDADERO
10/04/2020,ND,BOG,BOG,0,0.01,,10/04/2020,ND,BOG,UNI,0.001288461,0,,VERDADERO
10/04/2020,RE,BOG,BOG,0.001020034,0.01,,10/04/2020,RE,BOG,UNI,0.089897352,0,,VERDADERO
10/04/2020,SU,BOG,BOG,0.995446351,0.01,,10/04/2020,SU,BOG,UNI,0.838023014,0,,FALSO
11/04/2020,ED,BOG,BOG,1.63E-07,0.01,,11/04/2020,ED,BOG,UNI,0.000454482,0,,VERDADERO
11/04/2020,EX,BOG,BOG,7.21E-04,0.01,,11/04/2020,EX,BOG,UNI,0.051646118,0,,VERDADERO
11/04/2020,I0,BOG,BOG,0.002016408,0.01,,11/04/2020,I0,BOG,UNI,0.158369781,0,,VERDADERO
11/04/2020,I1,BOG,BOG,0.001157596,0.01,,11/04/2020,I1,BOG,UNI,0.158858103,0,,VERDADERO
11/04/2020,I2,BOG,BOG,1.57E-04,0.01,,11/04/2020,I2,BOG,UNI,0.158731738,0,,VERDADERO
11/04/2020,I3,BOG,BOG,2.87E-05,0.01,,11/04/2020,I3,BOG,UNI,0.159518528,0,,VERDADERO
11/04/2020,ND,BOG,BOG,0,0.01,,11/04/2020,ND,BOG,UNI,0.001334857,0,,VERDADERO
11/04/2020,RE,BOG,BOG,0.001185671,0.01,,11/04/2020,RE,BOG,UNI,0.121959835,0,,VERDADERO
11/04/2020,SU,BOG,BOG,0.994725112,0.01,,11/04/2020,SU,BOG,UNI,0.786334995,0,,FALSO
12/04/2020,ED,BOG,BOG,1.92E-07,0.01,,12/04/2020,ED,BOG,UNI,0.000614001,0,,VERDADERO
12/04/2020,EX,BOG,BOG,8.34E-04,0.01,,12/04/2020,EX,BOG,UNI,0.064655025,0,,VERDADERO
12/04/2020,I0,BOG,BOG,0.00233289,0.01,,12/04/2020,I0,BOG,UNI,0.209204737,0,,VERDADERO
12/04/2020,I1,BOG,BOG,0.001339798,0.01,,12/04/2020,I1,BOG,UNI,0.209868788,0,,VERDADERO
12/04/2020,I2,BOG,BOG,1.82E-04,0.01,,12/04/2020,I2,BOG,UNI,0.209702997,0,,VERDADERO
12/04/2020,I3,BOG,BOG,3.34E-05,0.01,,12/04/2020,I3,BOG,UNI,0.21076585,0,,VERDADERO
12/04/2020,ND,BOG,BOG,0,0.01,,12/04/2020,ND,BOG,UNI,0.001380272,0,,VERDADERO
12/04/2020,RE,BOG,BOG,0.001377385,0.01,,12/04/2020,RE,BOG,UNI,0.164739327,0,,VERDADERO
12/04/2020,SU,BOG,BOG,0.993891101,0.01,,12/04/2020,SU,BOG,UNI,0.721640654,0,,FALSO
13/04/2020,ED,BOG,BOG,2.25E-07,0.01,,13/04/2020,ED,BOG,UNI,0.000824767,0,,VERDADERO
13/04/2020,EX,BOG,BOG,9.64E-04,0.01,,13/04/2020,EX,BOG,UNI,0.078384729,0,,VERDADERO
13/04/2020,I0,BOG,BOG,0.002698616,0.01,,13/04/2020,I0,BOG,UNI,0.272788225,0,,VERDADERO
13/04/2020,I1,BOG,BOG,0.001550524,0.01,,13/04/2020,I1,BOG,UNI,0.273684338,0,,VERDADERO
13/04/2020,I2,BOG,BOG,2.11E-04,0.01,,13/04/2020,I2,BOG,UNI,0.273466453,0,,VERDADERO
13/04/2020,I3,BOG,BOG,3.87E-05,0.01,,13/04/2020,I3,BOG,UNI,0.27489396,0,,VERDADERO
13/04/2020,ND,BOG,BOG,0,0.01,,13/04/2020,ND,BOG,UNI,0.001424591,0,,VERDADERO
13/04/2020,RE,BOG,BOG,0.001599258,0.01,,13/04/2020,RE,BOG,UNI,0.22125626,0,,VERDADERO
13/04/2020,SU,BOG,BOG,0.992926917,0.01,,13/04/2020,SU,BOG,UNI,0.643219842,0,,FALSO
14/04/2020,ED,BOG,BOG,2.64E-07,0.01,,14/04/2020,ED,BOG,UNI,0.001099661,0,,VERDADERO
14/04/2020,EX,BOG,BOG,0.001114366,0.01,,14/04/2020,EX,BOG,UNI,0.091105398,0,,VERDADERO
14/04/2020,I0,BOG,BOG,0.003121102,0.01,,14/04/2020,I0,BOG,UNI,0.349775746,0,,VERDADERO
14/04/2020,I1,BOG,BOG,0.00179419,0.01,,14/04/2020,I1,BOG,UNI,0.35097433,0,,VERDADERO
14/04/2020,I2,BOG,BOG,2.44E-04,0.01,,14/04/2020,I2,BOG,UNI,0.35068852,0,,VERDADERO
14/04/2020,I3,BOG,BOG,4.48E-05,0.01,,14/04/2020,I3,BOG,UNI,0.352591454,0,,VERDADERO
14/04/2020,ND,BOG,BOG,0,0.01,,14/04/2020,ND,BOG,UNI,0.001467815,0,,VERDADERO
14/04/2020,RE,BOG,BOG,0.001856004,0.01,,14/04/2020,RE,BOG,UNI,0.294959111,0,,VERDADERO
14/04/2020,SU,BOG,BOG,0.991812551,0.01,,14/04/2020,SU,BOG,UNI,0.552082283,0,,FALSO
15/04/2020,ED,BOG,BOG,3.09E-07,0.01,,,,,,,,,
15/04/2020,EX,BOG,BOG,0.001287525,0.01,,,,,,,,,
15/04/2020,I0,BOG,BOG,0.003608964,0.01,,,,,,,,,
15/04/2020,I1,BOG,BOG,0.002075875,0.01,,,,,,,,,
15/04/2020,I2,BOG,BOG,2.82E-04,0.01,,,,,,,,,
15/04/2020,I3,BOG,BOG,5.20E-05,0.01,,,,,,,,,
15/04/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
15/04/2020,RE,BOG,BOG,0.002153062,0.01,,,,,,,,,
15/04/2020,SU,BOG,BOG,0.990525026,0.01,,,,,,,,,
16/04/2020,ED,BOG,BOG,3.61E-07,0.01,,,,,,,,,
16/04/2020,EX,BOG,BOG,0.001487039,0.01,,,,,,,,,
16/04/2020,I0,BOG,BOG,0.004172056,0.01,,,,,,,,,
16/04/2020,I1,BOG,BOG,0.002401417,0.01,,,,,,,,,
16/04/2020,I2,BOG,BOG,3.27E-04,0.01,,,,,,,,,
16/04/2020,I3,BOG,BOG,6.02E-05,0.01,,,,,,,,,
16/04/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
16/04/2020,RE,BOG,BOG,0.00249671,0.01,,,,,,,,,
16/04/2020,SU,BOG,BOG,0.989037986,0.01,,,,,,,,,
17/04/2020,ED,BOG,BOG,4.21E-07,0.01,,,,,,,,,
17/04/2020,EX,BOG,BOG,0.001716732,0.01,,,,,,,,,
17/04/2020,I0,BOG,BOG,0.004821631,0.01,,,,,,,,,
17/04/2020,I1,BOG,BOG,0.002777521,0.01,,,,,,,,,
17/04/2020,I2,BOG,BOG,3.78E-04,0.01,,,,,,,,,
17/04/2020,I3,BOG,BOG,6.97E-05,0.01,,,,,,,,,
17/04/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
17/04/2020,RE,BOG,BOG,0.002894181,0.01,,,,,,,,,
17/04/2020,SU,BOG,BOG,0.987321254,0.01,,,,,,,,,
18/04/2020,ED,BOG,BOG,4.91E-07,0.01,,,,,,,,,
18/04/2020,EX,BOG,BOG,0.001980921,0.01,,,,,,,,,
18/04/2020,I0,BOG,BOG,0.005570509,0.01,,,,,,,,,
18/04/2020,I1,BOG,BOG,0.003211873,0.01,,,,,,,,,
18/04/2020,I2,BOG,BOG,4.37E-04,0.01,,,,,,,,,
18/04/2020,I3,BOG,BOG,8.07E-05,0.01,,,,,,,,,
18/04/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
18/04/2020,RE,BOG,BOG,0.003353811,0.01,,,,,,,,,
18/04/2020,SU,BOG,BOG,0.985340333,0.01,,,,,,,,,
19/04/2020,ED,BOG,BOG,5.71E-07,0.01,,,,,,,,,
19/04/2020,EX,BOG,BOG,0.002284457,0.01,,,,,,,,,
19/04/2020,I0,BOG,BOG,0.006433253,0.01,,,,,,,,,
19/04/2020,I1,BOG,BOG,0.003713273,0.01,,,,,,,,,
19/04/2020,I2,BOG,BOG,5.06E-04,0.01,,,,,,,,,
19/04/2020,I3,BOG,BOG,9.35E-05,0.01,,,,,,,,,
19/04/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
19/04/2020,RE,BOG,BOG,0.003885194,0.01,,,,,,,,,
19/04/2020,SU,BOG,BOG,0.983055876,0.01,,,,,,,,,
20/04/2020,ED,BOG,BOG,6.65E-07,0.01,,,,,,,,,
20/04/2020,EX,BOG,BOG,0.002632759,0.01,,,,,,,,,
20/04/2020,I0,BOG,BOG,0.007426351,0.01,,,,,,,,,
20/04/2020,I1,BOG,BOG,0.004291775,0.01,,,,,,,,,
20/04/2020,I2,BOG,BOG,5.85E-04,0.01,,,,,,,,,
20/04/2020,I3,BOG,BOG,1.08E-04,0.01,,,,,,,,,
20/04/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
20/04/2020,RE,BOG,BOG,0.004499363,0.01,,,,,,,,,
20/04/2020,SU,BOG,BOG,0.980423117,0.01,,,,,,,,,
21/04/2020,ED,BOG,BOG,7.73E-07,0.01,,,,,,,,,
21/04/2020,EX,BOG,BOG,0.003031851,0.01,,,,,,,,,
21/04/2020,I0,BOG,BOG,0.008568407,0.01,,,,,,,,,
21/04/2020,I1,BOG,BOG,0.00495884,0.01,,,,,,,,,
21/04/2020,I2,BOG,BOG,6.77E-04,0.01,,,,,,,,,
21/04/2020,I3,BOG,BOG,1.25E-04,0.01,,,,,,,,,
21/04/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
21/04/2020,RE,BOG,BOG,0.00520899,0.01,,,,,,,,,
21/04/2020,SU,BOG,BOG,0.977391266,0.01,,,,,,,,,
22/04/2020,ED,BOG,BOG,8.98E-07,0.01,,,,,,,,,
22/04/2020,EX,BOG,BOG,0.003488365,0.01,,,,,,,,,
22/04/2020,I0,BOG,BOG,0.009880306,0.01,,,,,,,,,
22/04/2020,I1,BOG,BOG,0.005727501,0.01,,,,,,,,,
22/04/2020,I2,BOG,BOG,7.82E-04,0.01,,,,,,,,,
22/04/2020,I3,BOG,BOG,1.45E-04,0.01,,,,,,,,,
22/04/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
22/04/2020,RE,BOG,BOG,0.006028613,0.01,,,,,,,,,
22/04/2020,SU,BOG,BOG,0.973902901,0.01,,,,,,,,,
23/04/2020,ED,BOG,BOG,1.04E-06,0.01,,,,,,,,,
23/04/2020,EX,BOG,BOG,0.004009546,0.01,,,,,,,,,
23/04/2020,I0,BOG,BOG,0.011385381,0.01,,,,,,,,,
23/04/2020,I1,BOG,BOG,0.006612533,0.01,,,,,,,,,
23/04/2020,I2,BOG,BOG,9.04E-04,0.01,,,,,,,,,
23/04/2020,I3,BOG,BOG,1.68E-04,0.01,,,,,,,,,
23/04/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
23/04/2020,RE,BOG,BOG,0.006974882,0.01,,,,,,,,,
23/04/2020,SU,BOG,BOG,0.969893355,0.01,,,,,,,,,
24/04/2020,ED,BOG,BOG,1.21E-06,0.01,,,,,,,,,
24/04/2020,EX,BOG,BOG,0.004603209,0.01,,,,,,,,,
24/04/2020,I0,BOG,BOG,0.013109519,0.01,,,,,,,,,
24/04/2020,I1,BOG,BOG,0.007630624,0.01,,,,,,,,,
24/04/2020,I2,BOG,BOG,0.001045093,0.01,,,,,,,,,
24/04/2020,I3,BOG,BOG,1.94E-04,0.01,,,,,,,,,
24/04/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
24/04/2020,RE,BOG,BOG,0.008066835,0.01,,,,,,,,,
24/04/2020,SU,BOG,BOG,0.965290146,0.01,,,,,,,,,
25/04/2020,ED,BOG,BOG,1.41E-06,0.01,,,,,,,,,
25/04/2020,EX,BOG,BOG,0.005277668,0.01,,,,,,,,,
25/04/2020,I0,BOG,BOG,0.015081233,0.01,,,,,,,,,
25/04/2020,I1,BOG,BOG,0.008800547,0.01,,,,,,,,,
25/04/2020,I2,BOG,BOG,0.001207241,0.01,,,,,,,,,
25/04/2020,I3,BOG,BOG,2.24E-04,0.01,,,,,,,,,
25/04/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
25/04/2020,RE,BOG,BOG,0.009326198,0.01,,,,,,,,,
25/04/2020,SU,BOG,BOG,0.960012478,0.01,,,,,,,,,
26/04/2020,ED,BOG,BOG,1.63E-06,0.01,,,,,,,,,
26/04/2020,EX,BOG,BOG,0.006041598,0.01,,,,,,,,,
26/04/2020,I0,BOG,BOG,0.017331619,0.01,,,,,,,,,
26/04/2020,I1,BOG,BOG,0.010143315,0.01,,,,,,,,,
26/04/2020,I2,BOG,BOG,0.001393986,0.01,,,,,,,,,
26/04/2020,I3,BOG,BOG,2.59E-04,0.01,,,,,,,,,
26/04/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
26/04/2020,RE,BOG,BOG,0.0107777,0.01,,,,,,,,,
26/04/2020,SU,BOG,BOG,0.953970881,0.01,,,,,,,,,
27/04/2020,ED,BOG,BOG,1.89E-06,0.01,,,,,,,,,
27/04/2020,EX,BOG,BOG,0.006903836,0.01,,,,,,,,,
27/04/2020,I0,BOG,BOG,0.019894211,0.01,,,,,,,,,
27/04/2020,I1,BOG,BOG,0.011682308,0.01,,,,,,,,,
27/04/2020,I2,BOG,BOG,0.001608876,0.01,,,,,,,,,
27/04/2020,I3,BOG,BOG,3.00E-04,0.01,,,,,,,,,
27/04/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
27/04/2020,RE,BOG,BOG,0.012449418,0.01,,,,,,,,,
27/04/2020,SU,BOG,BOG,0.947067044,0.01,,,,,,,,,
28/04/2020,ED,BOG,BOG,2.19E-06,0.01,,,,,,,,,
28/04/2020,EX,BOG,BOG,0.007873086,0.01,,,,,,,,,
28/04/2020,I0,BOG,BOG,0.022804649,0.01,,,,,,,,,
28/04/2020,I1,BOG,BOG,0.013443357,0.01,,,,,,,,,
28/04/2020,I2,BOG,BOG,0.001855907,0.01,,,,,,,,,
28/04/2020,I3,BOG,BOG,3.46E-04,0.01,,,,,,,,,
28/04/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
28/04/2020,RE,BOG,BOG,0.01437312,0.01,,,,,,,,,
28/04/2020,SU,BOG,BOG,0.939193958,0.01,,,,,,,,,
29/04/2020,ED,BOG,BOG,2.54E-06,0.01,,,,,,,,,
29/04/2020,EX,BOG,BOG,0.00895751,0.01,,,,,,,,,
29/04/2020,I0,BOG,BOG,0.026100119,0.01,,,,,,,,,
29/04/2020,I1,BOG,BOG,0.015454764,0.01,,,,,,,,,
29/04/2020,I2,BOG,BOG,0.00213956,0.01,,,,,,,,,
29/04/2020,I3,BOG,BOG,4.00E-04,0.01,,,,,,,,,
29/04/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
29/04/2020,RE,BOG,BOG,0.016584629,0.01,,,,,,,,,
29/04/2020,SU,BOG,BOG,0.930236448,0.01,,,,,,,,,
30/04/2020,ED,BOG,BOG,2.94E-06,0.01,,,,,,,,,
30/04/2020,EX,BOG,BOG,0.01016419,0.01,,,,,,,,,
30/04/2020,I0,BOG,BOG,0.029818508,0.01,,,,,,,,,
30/04/2020,I1,BOG,BOG,0.017747215,0.01,,,,,,,,,
30/04/2020,I2,BOG,BOG,0.002464836,0.01,,,,,,,,,
30/04/2020,I3,BOG,BOG,4.62E-04,0.01,,,,,,,,,
30/04/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
30/04/2020,RE,BOG,BOG,0.019124156,0.01,,,,,,,,,
30/04/2020,SU,BOG,BOG,0.920072257,0.01,,,,,,,,,
01/05/2020,ED,BOG,BOG,3.40E-06,0.01,,,,,,,,,
01/05/2020,EX,BOG,BOG,0.011498441,0.01,,,,,,,,,
01/05/2020,I0,BOG,BOG,0.033997178,0.01,,,,,,,,,
01/05/2020,I1,BOG,BOG,0.020353569,0.01,,,,,,,,,
01/05/2020,I2,BOG,BOG,0.002837278,0.01,,,,,,,,,
01/05/2020,I3,BOG,BOG,5.33E-04,0.01,,,,,,,,,
01/05/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
01/05/2020,RE,BOG,BOG,0.022036615,0.01,,,,,,,,,
01/05/2020,SU,BOG,BOG,0.908573817,0.01,,,,,,,,,
02/05/2020,ED,BOG,BOG,3.93E-06,0.01,,,,,,,,,
02/05/2020,EX,BOG,BOG,0.012962953,0.01,,,,,,,,,
02/05/2020,I0,BOG,BOG,0.038671307,0.01,,,,,,,,,
02/05/2020,I1,BOG,BOG,0.023308466,0.01,,,,,,,,,
02/05/2020,I2,BOG,BOG,0.003262985,0.01,,,,,,,,,
02/05/2020,I3,BOG,BOG,6.15E-04,0.01,,,,,,,,,
02/05/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
02/05/2020,RE,BOG,BOG,0.025371882,0.01,,,,,,,,,
02/05/2020,SU,BOG,BOG,0.895610864,0.01,,,,,,,,,
03/05/2020,ED,BOG,BOG,4.55E-06,0.01,,,,,,,,,
03/05/2020,EX,BOG,BOG,0.014556787,0.01,,,,,,,,,
03/05/2020,I0,BOG,BOG,0.043871703,0.01,,,,,,,,,
03/05/2020,I1,BOG,BOG,0.026647699,0.01,,,,,,,,,
03/05/2020,I2,BOG,BOG,0.003748608,0.01,,,,,,,,,
03/05/2020,I3,BOG,BOG,7.09E-04,0.01,,,,,,,,,
03/05/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
03/05/2020,RE,BOG,BOG,0.029184962,0.01,,,,,,,,,
03/05/2020,SU,BOG,BOG,0.881054077,0.01,,,,,,,,,
04/05/2020,ED,BOG,BOG,5.25E-06,0.01,,,,,,,,,
04/05/2020,EX,BOG,BOG,0.016274218,0.01,,,,,,,,,
04/05/2020,I0,BOG,BOG,0.049622048,0.01,,,,,,,,,
04/05/2020,I1,BOG,BOG,0.030407312,0.01,,,,,,,,,
04/05/2020,I2,BOG,BOG,0.004301316,0.01,,,,,,,,,
04/05/2020,I3,BOG,BOG,8.16E-04,0.01,,,,,,,,,
04/05/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
04/05/2020,RE,BOG,BOG,0.033536031,0.01,,,,,,,,,
04/05/2020,SU,BOG,BOG,0.864779858,0.01,,,,,,,,,
05/05/2020,ED,BOG,BOG,6.07E-06,0.01,,,,,,,,,
05/05/2020,EX,BOG,BOG,0.018103503,0.01,,,,,,,,,
05/05/2020,I0,BOG,BOG,0.055935548,0.01,,,,,,,,,
05/05/2020,I1,BOG,BOG,0.034622345,0.01,,,,,,,,,
05/05/2020,I2,BOG,BOG,0.00492874,0.01,,,,,,,,,
05/05/2020,I3,BOG,BOG,9.40E-04,0.01,,,,,,,,,
05/05/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
05/05/2020,RE,BOG,BOG,0.038490301,0.01,,,,,,,,,
05/05/2020,SU,BOG,BOG,0.846676355,0.01,,,,,,,,,
06/05/2020,ED,BOG,BOG,7.01E-06,0.01,,,,,,,,,
06/05/2020,EX,BOG,BOG,0.020025642,0.01,,,,,,,,,
06/05/2020,I0,BOG,BOG,0.062811013,0.01,,,,,,,,,
06/05/2020,I1,BOG,BOG,0.039325188,0.01,,,,,,,,,
06/05/2020,I2,BOG,BOG,0.005638869,0.01,,,,,,,,,
06/05/2020,I3,BOG,BOG,0.001080378,0.01,,,,,,,,,
06/05/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
06/05/2020,RE,BOG,BOG,0.04411766,0.01,,,,,,,,,
06/05/2020,SU,BOG,BOG,0.826650713,0.01,,,,,,,,,
07/05/2020,ED,BOG,BOG,8.09E-06,0.01,,,,,,,,,
07/05/2020,EX,BOG,BOG,0.022013297,0.01,,,,,,,,,
07/05/2020,I0,BOG,BOG,0.070228493,0.01,,,,,,,,,
07/05/2020,I1,BOG,BOG,0.044543493,0.01,,,,,,,,,
07/05/2020,I2,BOG,BOG,0.006439892,0.01,,,,,,,,,
07/05/2020,I3,BOG,BOG,0.001240844,0.01,,,,,,,,,
07/05/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
07/05/2020,RE,BOG,BOG,0.050492009,0.01,,,,,,,,,
07/05/2020,SU,BOG,BOG,0.804637417,0.01,,,,,,,,,
08/05/2020,ED,BOG,BOG,9.33E-06,0.01,,,,,,,,,
08/05/2020,EX,BOG,BOG,0.024030022,0.01,,,,,,,,,
08/05/2020,I0,BOG,BOG,0.078144704,0.01,,,,,,,,,
08/05/2020,I1,BOG,BOG,0.050297635,0.01,,,,,,,,,
08/05/2020,I2,BOG,BOG,0.007339984,0.01,,,,,,,,,
08/05/2020,I3,BOG,BOG,0.001423406,0.01,,,,,,,,,
08/05/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
08/05/2020,RE,BOG,BOG,0.057690257,0.01,,,,,,,,,
08/05/2020,SU,BOG,BOG,0.780607395,0.01,,,,,,,,,
09/05/2020,ED,BOG,BOG,1.08E-05,0.01,,,,,,,,,
09/05/2020,EX,BOG,BOG,0.026030069,0.01,,,,,,,,,
09/05/2020,I0,BOG,BOG,0.086488606,0.01,,,,,,,,,
09/05/2020,I1,BOG,BOG,0.056597745,0.01,,,,,,,,,
09/05/2020,I2,BOG,BOG,0.008347015,0.01,,,,,,,,,
09/05/2020,I3,BOG,BOG,0.001630571,0.01,,,,,,,,,
09/05/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
09/05/2020,RE,BOG,BOG,0.0657909,0.01,,,,,,,,,
09/05/2020,SU,BOG,BOG,0.754577325,0.01,,,,,,,,,
10/05/2020,ED,BOG,BOG,1.24E-05,0.01,,,,,,,,,
10/05/2020,EX,BOG,BOG,0.02795899,0.01,,,,,,,,,
10/05/2020,I0,BOG,BOG,0.09515767,0.01,,,,,,,,,
10/05/2020,I1,BOG,BOG,0.063440408,0.01,,,,,,,,,
10/05/2020,I2,BOG,BOG,0.009468183,0.01,,,,,,,,,
10/05/2020,I3,BOG,BOG,0.001864971,0.01,,,,,,,,,
10/05/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
10/05/2020,RE,BOG,BOG,0.074872146,0.01,,,,,,,,,
10/05/2020,SU,BOG,BOG,0.726618335,0.01,,,,,,,,,
11/05/2020,ED,BOG,BOG,1.43E-05,0.01,,,,,,,,,
11/05/2020,EX,BOG,BOG,0.029755275,0.01,,,,,,,,,
11/05/2020,I0,BOG,BOG,0.104015499,0.01,,,,,,,,,
11/05/2020,I1,BOG,BOG,0.070805182,0.01,,,,,,,,,
11/05/2020,I2,BOG,BOG,0.010709566,0.01,,,,,,,,,
11/05/2020,I3,BOG,BOG,0.002129317,0.01,,,,,,,,,
11/05/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
11/05/2020,RE,BOG,BOG,0.085009556,0.01,,,,,,,,,
11/05/2020,SU,BOG,BOG,0.69686306,0.01,,,,,,,,,
12/05/2020,ED,BOG,BOG,1.64E-05,0.01,,,,,,,,,
12/05/2020,EX,BOG,BOG,0.031353173,0.01,,,,,,,,,
12/05/2020,I0,BOG,BOG,0.112891565,0.01,,,,,,,,,
12/05/2020,I1,BOG,BOG,0.0786512,0.01,,,,,,,,,
12/05/2020,I2,BOG,BOG,0.012075589,0.01,,,,,,,,,
12/05/2020,I3,BOG,BOG,0.002426339,0.01,,,,,,,,,
12/05/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
12/05/2020,RE,BOG,BOG,0.096273235,0.01,,,,,,,,,
12/05/2020,SU,BOG,BOG,0.665509887,0.01,,,,,,,,,
13/05/2020,ED,BOG,BOG,1.88E-05,0.01,,,,,,,,,
13/05/2020,EX,BOG,BOG,0.032686688,0.01,,,,,,,,,
13/05/2020,I0,BOG,BOG,0.121583822,0.01,,,,,,,,,
13/05/2020,I1,BOG,BOG,0.086914202,0.01,,,,,,,,,
13/05/2020,I2,BOG,BOG,0.013568439,0.01,,,,,,,,,
13/05/2020,I3,BOG,BOG,0.002758705,0.01,,,,,,,,,
13/05/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
13/05/2020,RE,BOG,BOG,0.108724618,0.01,,,,,,,,,
13/05/2020,SU,BOG,BOG,0.632823199,0.01,,,,,,,,,
14/05/2020,ED,BOG,BOG,2.16E-05,0.01,,,,,,,,,
14/05/2020,EX,BOG,BOG,0.033694532,0.01,,,,,,,,,
14/05/2020,I0,BOG,BOG,0.129864782,0.01,,,,,,,,,
14/05/2020,I1,BOG,BOG,0.095504427,0.01,,,,,,,,,
14/05/2020,I2,BOG,BOG,0.015187431,0.01,,,,,,,,,
14/05/2020,I3,BOG,BOG,0.003128918,0.01,,,,,,,,,
14/05/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
14/05/2020,RE,BOG,BOG,0.12241298,0.01,,,,,,,,,
14/05/2020,SU,BOG,BOG,0.599128667,0.01,,,,,,,,,
15/05/2020,ED,BOG,BOG,2.47E-05,0.01,,,,,,,,,
15/05/2020,EX,BOG,BOG,0.03432557,0.01,,,,,,,,,
15/05/2020,I0,BOG,BOG,0.137491334,0.01,,,,,,,,,
15/05/2020,I1,BOG,BOG,0.104305843,0.01,,,,,,,,,
15/05/2020,I2,BOG,BOG,0.016928385,0.01,,,,,,,,,
15/05/2020,I3,BOG,BOG,0.003539201,0.01,,,,,,,,,
15/05/2020,ND,BOG,BOG,0,0.01,,,,,,,,,
15/05/2020,RE,BOG,BOG,0.13737186,0.01,,,,,,,,,
15/05/2020,SU,BOG,BOG,0.564803097,0.01,,,,,,,,,
16/05/2020,ED,BOG,BOG,2.82E-05,0.01,,,,,,,,,
